dir,file,record_key,problems,name_value,label_value
A,context_101998.json,101998,missing_label,Thong-tu-08-2016-TTLT-BYT-BNV-ma-so-tieu-chuan-chuc-danh-nghe-nghiep-dan-so-311269,
A,context_102008.json,102008,missing_label,Thong-tu-15-2016-TT-BCA-tuyen-sinh-vao-cac-truong-cong-an-nhan-dan-306993,
A,context_102011.json,102011,missing_label,Luat-Giao-thong-duong-thuy-noi-dia-sua-doi-2014-238648,
A,context_102059.json,102059,missing_name;missing_label,,
A,context_102061.json,102061,missing_label,Quyet-dinh-1127-QD-BTTTT-2022-chi-tieu-tieu-chi-thong-tin-cua-Bo-tieu-chi-xa-nong-thon-moi-519184,
A,context_102089.json,102089,missing_label,Thong-tu-10-2017-TT-BNV-quy-dinh-danh-gia-chat-luong-boi-duong-can-bo-cong-chuc-vien-chuc-372270,
A,context_102097.json,102097,missing_label,Thong-tu-49-2022-TT-BGTVT-ma-so-tieu-chuan-chuc-danh-nghe-nghiep-quan-ly-du-an-duong-sat-548921,
A,context_102100.json,102100,missing_label,Quyet-dinh-249-QD-VKSTC-2020-Quy-dinh-quy-trinh-tiep-cong-dan-nganh-Kiem-sat-nhan-dan-447568,
A,context_102193.json,102193,missing_label,Dieu-le-Dang-Cong-san-Viet-Nam-nam-2011-151840,
A,context_102208.json,102208,missing_label,Nghi-dinh-46-2019-ND-CP-quy-dinh-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-the-thao-415200,
A,context_102267.json,102267,missing_label,Quy-dinh-262-QD-TW-2014-lay-phieu-tin-nhiem-can-bo-lanh-dao-Dang-Nha-nuoc-Mat-tran-To-quoc-254740,
A,context_102268.json,102268,missing_label,Thong-tu-12-2023-TT-BCT-sua-doi-Thong-tu-10-2018-TT-BCT-huong-dan-Nghi-dinh-40-2018-ND-CP-kinh-doanh,
A,context_102345.json,102345,missing_label,Thong-tu-48-2011-TT-BGDDT-che-do-lam-viec-giao-vien-mam-non-130933,
A,context_102434.json,102434,missing_label,Bo-luat-to-tung-hinh-su-2015-296884,
A,context_102462.json,102462,missing_name;missing_label,,
A,context_102467.json,102467,missing_label,Quyet-dinh-18-QD-TCT-2023-Quy-trinh-ap-dung-quan-ly-rui-ro-trong-quan-ly-thue-557805,
A,context_102478.json,102478,missing_label,Thong-tu-85-2019-TT-BTC-huong-dan-phi-va-le-phi-tham-quyen-quyet-dinh-Hoi-dong-nhan-dan-tinh-431619,
A,context_102489.json,102489,missing_label,Thong-tu-20-2019-TT-BXD-huong-dan-xac-dinh-quan-ly-chi-phi-quy-hoach-xay-dung-do-thi-433300,
A,context_102495.json,102495,missing_label,Nghi-dinh-09-2021-ND-CP-quan-ly-vat-lieu-xay-dung-465096,
A,context_102512.json,102512,missing_label,Thong-tu-03-2022-TT-BKHCN-giam-dinh-tu-phap-trong-hoat-dong-khoa-hoc-512815,
A,context_102561.json,102561,missing_label,Quyet-dinh-26-2005-QD-BNV-Dieu-le-Hoi-Nghe-si-San-khau-Viet-Nam-sua-doi-4972,
A,context_102595.json,102595,missing_label,Nghi-quyet-11-NQ-CP-2022-Chuong-trinh-phuc-hoi-kinh-te-xa-hoi-Nghi-quyet-43-2022-QH15-502069,
A,context_102615.json,102615,missing_label,Quyet-dinh-46-2007-QD-BGDDT-quy-dinh-cong-tac-bao-dam-an-ninh-chinh-tri-trat-tu-an-toan-xa-hoi-co-so,
A,context_102619.json,102619,missing_label,Quyet-dinh-87-QD-UBCK-huong-dan-giao-dich-ky-quy-chung-khoan-2017-338440,
A,context_102623.json,102623,missing_label,Thong-tu-158-2011-TT-BQP-che-do-chinh-sach-cham-soc-can-bo-quan-doi-nghi-huu-195809,
A,context_102655.json,102655,missing_label,Quyet-dinh-15-2023-QD-TTg-ap-dung-thue-suat-thong-thuong-hang-hoa-nhap-khau-568284,
A,context_102693.json,102693,missing_label,Luat-Kiem-toan-nha-nuoc-sua-doi-2019-410870,
A,context_102713.json,102713,missing_label,Nghi-dinh-114-2021-ND-CP-quan-ly-va-su-dung-von-ho-tro-phat-trien-chinh-thuc-ODA-497880,
A,context_102757.json,102757,missing_label,Thong-tu-27-2016-TT-BGDDT-thoi-han-bao-quan-tai-lieu-chuyen-mon-nghiep-vu-cua-nganh-Giao-duc-336438,
A,context_102854.json,102854,missing_label,Nghi-dinh-16-2021-ND-CP-thu-nop-quan-ly-su-dung-chi-phi-hoa-giai-doi-thoai-tai-Toa-an-466611,
A,context_102856.json,102856,missing_label,Thong-tu-43-2015-TT-BCT-ty-le-hao-hut-xang-dau-trong-hoat-dong-kinh-doanh-xang-dau-284265,
A,context_102865.json,102865,missing_label,Chi-thi-14-CT-TW-2022-tiep-tuc-tang-cuong-su-lanh-dao-cua-Dang-doi-voi-Hoi-Luat-gia-Viet-Nam-520593,
A,context_10289.json,10289,missing_label,Quyet-dinh-2968-QD-BYT-2018-cong-bo-thu-tuc-hanh-chinh-sua-doi-tai-Thong-tu-56-2017-TT-BYT-382025,
A,context_102896.json,102896,missing_label,Quyet-dinh-452-QD-VKSTC-2013-bao-cao-thong-ke-thuc-hanh-quyen-cong-to-kiem-sat-hoat-dong-tu-phap-218,
A,context_102944.json,102944,missing_label,Nghi-dinh-23-2023-ND-CP-sua-doi-Nghi-dinh-89-2016-ND-CP-hoat-dong-dai-ly-doi-ngoai-te-566220,
A,context_102946.json,102946,missing_label,Quyet-dinh-922-QD-BTTTT-2022-Xac-dinh-Bo-chi-so-danh-gia-chuyen-doi-so-cua-cac-bo-514140,
A,context_102948.json,102948,missing_label,Nghi-dinh-58-2021-ND-CP-hoat-dong-cung-ung-dich-vu-thong-tin-tin-dung-477450,
A,context_102964.json,102964,missing_name;missing_label,,
A,context_103034.json,103034,missing_label,Quyet-dinh-708-QD-BTNMT-2018-chuc-nang-Trung-tam-Thong-tin-va-Du-lieu-khi-tuong-thuy-van-376972,
A,context_103038.json,103038,missing_name;missing_label,,
A,context_10304.json,10304,missing_name;missing_label,,
A,context_103049.json,103049,missing_name;missing_label,,
A,context_103064.json,103064,missing_label,Quyet-dinh-1447-QD-TCT-2021-quan-ly-hoa-don-dien-tu-500136,
A,context_10308.json,10308,missing_label,Quyet-dinh-16-2020-QD-TTg-Quy-che-quan-ly-xang-dau-du-tru-quoc-gia-442921,
A,context_103106.json,103106,missing_label,Nghi-dinh-27-CP-phe-chuan-dieu-le-to-chuc-va-hoat-dong-cua-Tong-cong-ty-than-Viet-Nam-39839,
A,context_103125.json,103125,missing_label,Quyet-dinh-2589-QD-TCHQ-2018-Quy-che-lam-viec-Ban-Bien-tap-Cong-thong-tin-thuong-mai-quoc-gia-393639,
A,context_103145.json,103145,missing_label,Thong-tu-320-2016-TT-BTC-che-do-boi-duong-nguoi-lam-nhiem-vu-tiep-cong-dan-xu-ly-don-khieu-nai-33655,
A,context_103155.json,103155,missing_name;missing_label,,
A,context_103162.json,103162,missing_label,Chi-thi-20-CT-TTg-2022-day-manh-hoat-dong-thu-vien-xay-dung-phat-trien-ky-nang-doc-cho-thieu-nhi-536,
A,context_103184.json,103184,missing_label,Thong-tu-05-2022-TT-BCT-xuat-xu-hang-hoa-Hiep-dinh-Doi-tac-Kinh-te-toan-dien-khu-vuc-504307,
A,context_103215.json,103215,missing_label,Luat-Ho-tro-doanh-nghiep-nho-va-vua-2017-320905,
A,context_103264.json,103264,missing_label,Quyet-dinh-52-QD-BNV-nam-2010-Dieu-le-sua-doi-cua-Hoi-Vat-lieu-xay-dung-Viet-Nam-178140,
A,context_103314.json,103314,missing_label,Thong-tu-21-2020-TT-BCT-trinh-tu-thu-tuc-cap-giay-phep-hoat-dong-dien-luc-452199,
A,context_103419.json,103419,missing_label,Quyet-dinh-38-2020-QD-TTg-Danh-muc-cong-nghe-cao-duoc-uu-tien-dau-tu-phat-trien-461177,
A,context_103461.json,103461,missing_label,Nghi-dinh-46-2022-ND-CP-sua-doi-Nghi-dinh-13-2020-ND-CP-465918,
A,context_103463.json,103463,missing_label,Quyet-dinh-77-2006-QD-TTg-Quy-che-lam-viec-mau-Uy-ban-nhan-dan-xa-phuong-thi-tran-11033,
A,context_103475.json,103475,missing_label,Quyet-dinh-18-2020-QD-TTg-thiet-lap-khu-vuc-cam-bay-han-che-bay-doi-voi-tau-bay-khong-nguoi-lai-4447,
A,context_103488.json,103488,missing_label,Quyet-dinh-308-QD-BNV-2023-trien-khai-Nghi-dinh-06-2023-ND-CP-kiem-dinh-chat-luong-cong-chuc-564506,
A,context_103580.json,103580,missing_label,Thong-tu-188-2016-TT-BTC-phi-sat-hach-lai-xe-le-phi-cap-giay-phep-lai-xe-dang-ky-cap-bien-xe-may-chu,
A,context_103585.json,103585,missing_label,Quyet-dinh-190-QD-VKSTC-VP-2016-che-do-cong-tac-ho-so-nghiep-vu-cua-nganh-Kiem-sat-nhan-dan-310770,
A,context_10360.json,10360,missing_label,Quyet-dinh-2904-QD-BNN-DMDN-nam-2013-Dieu-le-to-chuc-hoat-dong-Cong-ty-Bac-Hung-Hai-216296,
A,context_103601.json,103601,missing_label,Nghi-dinh-49-2019-ND-CP-huong-dan-Luat-Cong-an-nhan-dan-406963,
A,context_103602.json,103602,missing_label,Nghi-dinh-35-2007-ND-CP-giao-dich-dien-tu-trong-hoat-dong-ngan-hang-16969,
A,context_103678.json,103678,missing_label,Quyet-dinh-554-QD-BNN-TY-2023-cong-bo-thu-tuc-hanh-chinh-linh-vuc-thu-y-thuoc-Bo-Nong-nghiep-554729,
A,context_103771.json,103771,missing_label,Thong-tu-08-2016-TT-BTTTT-Chuong-trinh-cung-cap-dich-vu-vien-thong-cong-ich-den-2020-309350,
A,context_103774.json,103774,missing_label,Quyet-dinh-2319-QD-BCT-thuc-hien-nhiem-vu-nang-cao-nang-suat-chat-luong-san-pham-cong-nghiep-2016-31,
A,context_103777.json,103777,missing_label,Thong-tu-29-2018-TT-BNNPTNT-quy-dinh-bien-phap-lam-sinh-402850,
A,context_103779.json,103779,missing_label,Luat-Dau-tu-cong-2019-362113,
A,context_103837.json,103837,missing_label,Nghi-quyet-so-49-2016-NQ-HDND-ve-phi-va-le-phi-tren-dia-ban-tinh-Thai-Nguyen-340633,
A,context_103864.json,103864,missing_label,Quyet-dinh-2758-QD-BTNMT-2017-Ban-mo-ta-cong-viec-Khung-nang-luc-vi-tri-viec-lam-lanh-dao-376967,
A,context_103901.json,103901,missing_label,Van-ban-hop-nhat-26-VBHN-VPQH-2019-Luat-Vien-chuc-439198,
A,context_103926.json,103926,missing_label,Thong-tu-129-2021-TT-BQP-Quy-trinh-quan-ly-chat-luong-dieu-tra-khao-sat-bom-min-vat-no-491064,
A,context_103990.json,103990,missing_label,Thong-tu-09-2020-TT-BGDDT-Quy-che-tuyen-sinh-trinh-do-cao-dang-nganh-Giao-duc-Mam-non-442447,
A,context_104092.json,104092,missing_label,Luat-Giao-duc-2005-38-2005-QH11-2636,
A,context_104095.json,104095,missing_label,Nghi-quyet-617-NQ-BCSD-2018-quy-dinh-doi-moi-nang-cao-chat-luong-giao-duc-nghe-nghiep-429449,
A,context_104102.json,104102,missing_label,Thong-tu-08-2022-TT-BGDDT-Quy-che-tuyen-sinh-dai-hoc-nganh-Giao-duc-Mam-non-510093,
A,context_104132.json,104132,missing_label,Nghi-dinh-06-2021-ND-CP-huong-dan-quan-ly-chat-luong-thi-cong-xay-dung-va-bao-tri-cong-trinh-xay-dun,
A,context_104167.json,104167,missing_label,Quyet-dinh-2413-QD-BTC-2017-trao-doi-thong-tin-giua-co-quan-Hai-quan-va-co-quan-Thue-368447,
A,context_10426.json,10426,missing_label,Thong-tu-31-2015-TT-BCA-huong-dan-cap-thi-thuc-cap-the-tam-tru-cho-nguoi-nuoc-ngoai-tai-Viet-Nam-281,
A,context_104271.json,104271,missing_label,Quyet-dinh-555-QD-BGTVT-2021-hoat-dong-cua-Ban-chi-dao-phong-chong-khung-bo-Bo-Giao-thong-471505,
A,context_104273.json,104273,missing_label,Huong-dan-73-HD-HDTVDX-2022-thuc-hien-Quyet-dinh-766-2022-QD-CTN-ve-dac-xa-520957,
A,context_104320.json,104320,missing_label,Thong-tu-14-2020-TT-BYT-noi-dung-trong-dau-thau-trang-thiet-bi-y-te-tai-cac-co-so-y-te-cong-lap-3914,
A,context_104321.json,104321,missing_label,Cong-uoc-Vien-ve-quan-he-lanh-su-1963-46284,
A,context_104343.json,104343,missing_name;missing_label,,
A,context_104353.json,104353,missing_label,Quyet-dinh-710-QD-BTNMT-2018-chuc-nang-Dai-Khi-tuong-Thuy-van-khu-vuc-dong-bang-Bac-Bo-376974,
A,context_104374.json,104374,missing_label,Luat-khieu-nai-2011-132446,
A,context_104402.json,104402,missing_label,Quyet-dinh-701-QD-BGTVT-2023-cong-bo-thu-tuc-hanh-chinh-linh-vuc-dang-kiem-569210,
A,context_104458.json,104458,missing_label,Thong-tu-21-2022-TT-BTNMT-danh-muc-chuyen-doi-vi-tri-cong-tac-linh-vuc-tai-nguyen-dia-phuong-551131,
A,context_104500.json,104500,missing_label,Thong-tu-15-2022-TT-BCA-sua-doi-Thong-tu-43-2017-TT-BCA-45-2017-TT-BCA-68-2020-TT-BCA-510287,
A,context_104589.json,104589,missing_label,Quyet-dinh-42-2014-QD-UBND-Quy-dinh-giao-dat-xay-dung-nha-o-khong-qua-dau-gia-quyen-su-dung-dat-Vinh,
A,context_104639.json,104639,missing_label,Nghi-dinh-118-2014-ND-CP-sap-xep-doi-moi-phat-trien-nang-cao-hieu-qua-hoat-dong-cong-ty-nong-lam-ngh,
A,context_104660.json,104660,missing_label,Nghi-quyet-929-2015-UBTVQH13-2015-Quy-che-Hoi-dong-tuyen-chon-giam-sat-Tham-phan-quoc-gia-278108,
A,context_104671.json,104671,missing_label,Quyet-dinh-5772-QD-BYT-2021-Bieu-mau-va-quy-trinh-cap-Ho-chieu-vac-xin-498024,
A,context_104714.json,104714,missing_label,Quyet-dinh-1223-QD-BGTVT-2022-chuc-nang-nhiem-vu-Cuc-Quan-ly-dau-tu-xay-dung-530747,
A,context_104718.json,104718,missing_label,Quyet-dinh-128-QD-TCTDTT-2015-Quy-che-cong-tac-van-thu-luu-tru-cua-Tong-cuc-The-duc-the-thao-279862,
A,context_104781.json,104781,missing_label,Quyet-dinh-3424-QD-BGTVT-2017-quy-dinh-chuc-nang-nhiem-vu-co-cau-to-chuc-Cang-vu-hang-khong-370258,
A,context_104807.json,104807,missing_label,Thong-tu-121-2017-TT-BTC-su-dung-kinh-phi-toan-dan-xay-dung-nong-thon-moi-do-thi-van-minh-352392,
A,context_104857.json,104857,missing_label,Thong-tu-68-2022-TT-BTC-sua-doi-Thong-tu-58-2016-TT-BTC-mua-sam-co-quan-nha-nuoc-538938,
A,context_104863.json,104863,missing_label,Thong-tu-25-2019-TT-BTNMT-huong-dan-Nghi-dinh-40-2019-ND-CP-dich-vu-quan-trac-moi-truong-432862,
A,context_104903.json,104903,missing_label,Quyet-dinh-1281-QD-BGTVT-2018-phan-cap-su-dung-tai-san-cong-tai-cac-co-quan-thuoc-Bo-Giao-thong-3891,
A,context_104973.json,104973,missing_name;missing_label,,
A,context_10498.json,10498,missing_label,Huong-dan-16-HD-VPTW-2023-ghi-bien-ban-hoi-nghi-ban-chap-hanh-ban-thuong-vu-thuong-truc-tinh-uy-5587,
A,context_105044.json,105044,missing_label,Quyet-dinh-319-QD-TTg-2018-phe-duyet-Chien-luoc-phat-trien-nganh-co-khi-Viet-Nam-377519,
A,context_105050.json,105050,missing_label,Thong-tu-lien-tich-100-2014-TTLT-BTC-BTP-du-toan-quan-ly-quyet-toan-kinh-phi-hoa-giai-o-co-so-246522,
A,context_105059.json,105059,missing_label,Hiep-dinh-tranh-danh-thue-hai-lan-va-ngan-ngua-viec-tron-lau-thue-131039,
A,context_10507.json,10507,missing_label,Thong-tu-57-2015-TT-BYT-huong-sinh-con-bang-ky-thuat-thu-tinh-ong-nghiem-dieu-kien-mang-thai-ho-2998,
A,context_105078.json,105078,missing_label,Thong-tu-43-2012-TT-BGTVT-quy-dinh-yeu-cau-ky-thuat-va-bao-ve-moi-truong-152030,
A,context_105081.json,105081,missing_name;missing_label,,
A,context_105138.json,105138,missing_label,Ke-hoach-71-KH-LDLD-2022-chuong-trinh-Tam-ve-nghia-tinh-Lien-doan-Lao-dong-Ho-Chi-Minh-2023-533151,
A,context_105190.json,105190,missing_label,Quyet-dinh-1794-QD-BKHDT-2022-cong-bo-thu-tuc-hanh-chinh-linh-vuc-dau-thau-537296,
A,context_105205.json,105205,missing_label,Quyet-dinh-109-QD-VSD-2022-Quy-che-hoat-dong-bu-tru-thanh-toan-giao-dich-chung-khoan-526769,
A,context_105216.json,105216,missing_label,Thong-tu-12-2019-TT-BLDTBXH-huong-dan-chuyen-xep-luong-vien-chuc-nganh-giao-duc-nghe-nghiep-421186,
A,context_105263.json,105263,missing_label,Quyet-dinh-1571-QD-BYT-2022-tai-lieu-huong-dan-theo-doi-do-me-an-than-bang-dien-nao-so-hoa-517631,
A,context_105264.json,105264,missing_label,Nghi-dinh-218-2013-ND-CP-huong-dan-thi-hanh-Luat-thue-thu-nhap-doanh-nghiep-217811,
A,context_105297.json,105297,missing_label,Quyet-dinh-1658-QD-TTg-2022-Chuong-trinh-thuc-hanh-tiet-kiem-chong-lang-phi-2023-548503,
A,context_105300.json,105300,missing_label,Quyet-dinh-1442-QD-BGDDT-2022-Chuong-trinh-giao-duc-suc-khoe-tam-than-cho-hoc-sinh-2022-2025-516105,
A,context_10533.json,10533,missing_name;missing_label,,
A,context_105341.json,105341,missing_label,Nghi-dinh-17-2021-ND-CP-chinh-sach-thanh-nien-xung-phong-thanh-nien-tinh-nguyen-341075,
A,context_105375.json,105375,missing_label,Quyet-dinh-694-QD-TTg-2017-thanh-lap-hoat-dong-Khu-phat-trien-tom-cong-nghe-cao-Bac-Lieu-350181,
A,context_10542.json,10542,missing_name;missing_label,,
A,context_105423.json,105423,missing_label,Quyet-dinh-12-2021-QD-UBND-ty-le-tinh-don-gia-thue-dat-tra-tien-thue-hang-nam-Ha-Noi-501351,
A,context_105483.json,105483,missing_label,Nghi-dinh-88-2019-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-tien-te-va-ngan-hang-428666,
A,context_105515.json,105515,missing_label,Nghi-dinh-19-2002-ND-CP-huy-dong-tiem-luc-khoa-hoc-cong-nghe-cua-Nha-nuoc-phuc-vu-quoc-phong-49006,
A,context_105570.json,105570,missing_name;missing_label,,
A,context_105589.json,105589,missing_label,Thong-tu-51-2022-TT-BQP-sua-doi-Thong-tu-59-2021-TT-BQP-tuyen-sinh-truong-Quan-doi-522967,
A,context_105600.json,105600,missing_label,Thong-tu-39-2018-TT-NHNN-to-chuc-cua-Hoi-dong-quan-ly-thuoc-quan-ly-cua-Ngan-hang-Nha-nuoc-403799,
A,context_105603.json,105603,missing_label,Thong-tu-lien-tich-02-2013-TTLT-VKSNDTC-TANDTC-BCA-BTP-BNG-tiep-nhan-chuyen-giao-ho-so-vat-chung-210,
A,context_105604.json,105604,missing_label,Thong-tu-17-2014-TT-BTNMT-huong-dan-xac-dinh-ranh-gioi-dien-tich-xay-dung-co-so-du-lieu-dat-trong-lu,
A,context_105608.json,105608,missing_label,Nghi-dinh-67-2016-ND-CP-dieu-kien-san-xuat-kinh-doanh-thuc-pham-quan-ly-chuyen-nganh-Bo-Y-te-316650,
